TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,RewardPointsEarned,ChannelUsed
533,5/4/2025,1037,2008,402,3,266.36,0,
534,5/4/2025,1070,2053,403,3,1830.45,120,
535,5/4/2025,1005,2009,403,2,53.05,500,
536,5/4/2025,1063,2092,404,1,867.98,150,
537,5/4/2025,1117,2013,402,2,2244.86,180,
538,5/4/2025,1001,2050,403,3,0,800,
539,5/4/2025,1084,2056,403,3,1574.16,700,
540,5/4/2025,1166,2076,402,2,0,600,
541,5/4/2025,1082,2077,402,3,0,120,
542,5/4/2025,1080,2022,404,2,1073.89,200,
543,5/4/2025,1074,2094,404,1,444.02,80,
544,5/4/2025,1083,2048,403,3,0,60,
545,5/4/2025,1093,2014,402,1,221.67,40,
546,5/4/2025,1174,2098,401,3,2723.58,20,
547,5/4/2025,1181,2026,404,2,507.74,10,
548,5/4/2025,1177,2008,404,3,332.95,150,
549,5/4/2025,1035,2081,403,1,1343.2,180,
550,5/4/2025,1064,2084,402,3,845.55,400,
551,5/4/2025,1096,2009,404,3,198.93,0,
552,5/4/2025,1149,2051,404,0,0,120,
553,5/4/2025,1092,2089,401,0,827.04,500,
554,5/4/2025,1196,2031,403,1,1526.31,150,
555,5/4/2025,1165,2078,401,3,142.01,180,
556,5/4/2025,1192,2042,404,0,1005.66,800,
557,5/4/2025,1002,2012,403,1,560.87,700,
558,5/4/2025,1130,2095,402,3,1963.16,600,
559,5/4/2025,1095,2050,404,1,168.1,120,
560,5/4/2025,1088,2003,404,0,385.18,200,
561,5/4/2025,1075,2053,401,0,1830.45,80,
562,5/4/2025,1186,2018,403,2,1301.42,60,
563,5/4/2025,1087,2058,402,3,2667,40,
564,5/4/2025,1089,2060,401,3,408.38,20,
565,5/4/2025,1184,2089,404,2,1984.9,10,
566,5/4/2025,1017,2038,401,0,0,150,
567,5/4/2025,1005,2043,401,1,786.1,180,
568,5/4/2025,1189,2031,402,1,2035.08,400,
569,5/4/2025,1084,2071,404,3,0,0,
570,5/4/2025,1059,2051,402,1,527.94,120,
571,5/4/2025,1163,2084,404,3,845.55,500,
572,5/4/2025,1007,2094,402,3,493.35,150,
573,5/4/2025,1151,2054,404,0,0,180,
574,5/4/2025,1180,2027,402,2,0,800,
575,5/4/2025,1192,2090,401,0,286.56,700,
576,5/4/2025,1137,2023,403,2,1503.26,600,
577,5/4/2025,1050,2058,401,2,1066.8,80,
578,5/4/2025,1171,2062,403,3,619.36,60,
579,5/4/2025,1156,2050,401,2,0,40,
580,5/4/2025,1090,2058,402,2,1066.8,20,
581,5/4/2025,1157,2075,401,1,702.58,10,
582,5/4/2025,1080,2015,402,2,1619.93,150,
583,5/4/2025,1029,2023,403,1,0,180,
584,5/4/2025,1130,2049,404,1,845.86,400,
585,5/4/2025,1147,2049,404,1,845.86,0,
586,5/4/2025,1124,2081,402,1,2686.39,120,
587,5/4/2025,1125,2036,402,1,588.55,500,
588,5/4/2025,1080,2057,401,2,699.17,150,
589,5/4/2025,1002,2062,402,1,1114.85,180,
590,5/4/2025,1098,2071,404,3,1845.48,800,
591,5/4/2025,1175,2062,404,3,1858.08,80,
592,5/4/2025,1125,2021,401,0,1670.82,60,
593,5/4/2025,1194,2028,403,0,637.94,40,
594,5/4/2025,1070,2028,403,1,0,20,
595,5/4/2025,1199,2058,404,0,2667,10,
596,5/4/2025,1146,2014,403,2,0,150,
597,5/4/2025,1138,2096,401,3,2688.72,180,
598,5/4/2025,1139,2027,404,0,258.61,400,
599,5/4/2025,1188,2083,402,2,1229.06,0,
600,5/4/2025,1008,2057,403,2,699.17,120,
601,5/4/2025,1022,2056,401,1,2361.24,500,
602,5/4/2025,1053,2094,403,3,493.35,150,
603,5/4/2025,1042,2078,402,1,127.81,180,
604,5/4/2025,1052,2007,403,2,2333.56,800,
605,5/4/2025,1152,2068,402,2,656.19,40,
606,5/4/2025,1180,2037,403,2,288.11,20,
607,5/4/2025,1131,2086,401,1,2414.07,10,
608,5/4/2025,1192,2052,401,2,0,150,
609,5/4/2025,1167,2016,402,1,290.72,180,
610,5/4/2025,1037,2091,403,1,0,400,
611,5/4/2025,1194,2086,404,3,0,0,
612,5/4/2025,1036,2073,403,3,1997.72,120,
613,5/4/2025,1096,2057,401,0,1310.94,500,
614,5/4/2025,1103,2065,403,2,376.27,150,
615,5/4/2025,1116,2062,403,0,1238.72,180,
616,5/4/2025,1198,2093,401,3,0,800,
617,5/4/2025,1162,2085,403,0,0,80,
618,5/4/2025,1136,2050,402,3,933.9,60,
619,5/4/2025,1054,2063,403,2,441.97,40,
620,5/4/2025,1072,2043,402,3,4367.25,40,
621,5/4/2025,1087,2087,401,0,637.28,20,
622,5/4/2025,1025,2080,404,0,3329.04,10,
623,5/4/2025,1031,2020,404,3,1127.49,150,
624,5/4/2025,1000,2054,402,1,1620.92,180,
625,5/4/2025,1166,2038,402,2,2223.62,400,
626,5/4/2025,1023,2083,403,2,1229.06,0,
627,5/4/2025,1021,2047,402,0,1674.9,120,
628,5/4/2025,1101,2080,403,1,3745.17,500,
629,5/4/2025,1109,2083,401,0,768.16,150,
630,5/4/2025,1000,2027,404,0,517.22,180,
631,5/4/2025,1033,2075,402,3,780.64,800,
632,5/4/2025,1002,2001,403,0,824.7,80,
633,5/4/2025,1108,2088,402,3,3546.75,60,
634,5/4/2025,1018,2029,404,0,27.02,40,
635,5/4/2025,1187,2013,401,2,2993.15,150,
636,5/4/2025,1094,2038,402,3,926.51,180,
637,5/4/2025,1198,2096,402,1,1814.89,400,
638,5/4/2025,1017,2067,401,1,523.71,0,
639,5/4/2025,1112,2044,402,1,560.47,120,
640,5/4/2025,1105,2078,404,1,383.43,500,
641,5/4/2025,1022,2012,402,0,623.19,150,
642,5/4/2025,1150,2093,404,2,1814.26,180,
643,5/4/2025,1109,2040,402,1,31.09,800,
644,5/4/2025,1070,2082,401,1,719.82,80,
645,5/4/2025,1141,2076,403,0,3224.28,60,
646,5/4/2025,1168,2038,402,1,1667.72,40,
647,5/4/2025,1191,2050,403,0,560.34,40,
648,5/4/2025,1005,2030,404,3,679.88,20,
649,5/4/2025,1028,2030,404,0,509.91,10,
650,5/4/2025,1135,2001,403,2,989.64,150,
651,5/4/2025,1033,2049,404,2,751.87,180,
652,5/4/2025,1139,2087,402,3,0,400,
653,5/4/2025,1197,2009,401,0,265.24,0,
654,5/4/2025,1003,2033,402,0,836.25,150,
655,5/4/2025,1015,2050,403,3,560.34,180,
656,5/4/2025,1108,2089,404,0,413.52,400,
657,5/4/2025,1163,2068,402,2,3280.96,0,
658,5/4/2025,1021,2039,401,1,878.8,120,
659,5/4/2025,1039,2068,403,3,2460.72,500,
660,5/4/2025,1150,2081,401,2,1193.95,150,
661,5/4/2025,1178,2055,402,0,53.94,180,
662,5/4/2025,1062,2011,404,0,0,800,
663,5/4/2025,1116,2078,401,2,0,80,
664,5/4/2025,1170,2094,402,0,986.7,60,
665,5/4/2025,1003,2090,402,0,143.28,40,
666,5/4/2025,1041,2063,403,2,1325.9,40,
667,5/4/2025,1042,2047,402,2,803.95,20,
668,5/4/2025,1187,2015,401,2,0,10,
669,5/4/2025,1109,2034,401,2,326.81,150,
670,5/4/2025,1182,2073,401,3,499.43,180,
671,5/4/2025,1116,2065,403,0,470.34,400,
672,5/4/2025,1127,2072,402,2,1008.72,0,
673,5/4/2025,1040,2032,401,0,0,80,
674,5/4/2025,1058,2094,401,0,493.35,60,
675,5/4/2025,1003,2031,401,3,1695.9,40,
676,5/4/2025,1093,2049,402,1,1691.71,40,
677,5/4/2025,1009,2070,404,1,30.76,20,
678,5/4/2025,1082,2031,404,2,452.24,10,
679,5/4/2025,1069,2009,403,0,0,150,
680,5/4/2025,1128,2086,401,1,804.69,180,
681,5/4/2025,1057,2066,401,3,1548.18,400,
682,5/4/2025,1017,2059,403,2,409.64,0,
683,5/4/2025,1083,2011,404,0,1638.96,40,
684,5/4/2025,1094,2025,403,2,223.7,20,
685,5/4/2025,1189,2079,402,3,3802.16,10,
686,5/4/2025,1094,2075,404,1,702.58,150,
687,5/4/2025,1187,2069,402,1,627.45,180,
688,5/4/2025,1001,2052,401,1,0,400,
689,5/4/2025,1138,2044,401,2,166.06,0,
690,5/4/2025,1000,2097,404,2,1347.36,120,
691,5/4/2025,1026,2026,402,3,211.56,500,
692,5/4/2025,1125,2007,402,2,933.42,150,
693,5/4/2025,1023,2005,402,3,1286.34,180,
694,5/4/2025,1179,2047,404,0,669.96,800,
695,5/4/2025,1148,2012,402,3,3115.95,80,
696,5/4/2025,1019,2075,401,3,2341.92,120,
697,5/4/2025,1169,2016,402,2,775.25,200,
698,5/4/2025,1066,2040,404,2,55.26,80,
699,5/4/2025,1081,2057,403,1,393.28,60,
700,5/4/2025,1019,2025,402,0,559.24,40,
701,5/4/2025,1039,2013,402,3,4676.8,20,
702,5/4/2025,1119,2040,404,0,69.08,10,
703,5/4/2025,1137,2045,402,3,0,150,
704,5/4/2025,1078,2059,403,0,1536.15,180,
705,5/4/2025,1023,2020,403,0,0,400,
706,5/4/2025,1055,2041,402,0,4021.05,0,
707,5/4/2025,1182,2031,403,3,1695.9,120,
708,5/4/2025,1131,2006,403,2,475.2,500,
709,5/4/2025,1044,2003,404,3,1155.54,150,
710,5/4/2025,1142,2095,402,0,2453.95,180,
711,5/4/2025,1118,2013,402,0,1870.72,800,
712,5/4/2025,1003,2007,402,1,1050.1,700,
713,5/4/2025,1050,2051,403,0,117.32,600,
714,5/4/2025,1149,2075,403,0,780.64,40,
715,5/4/2025,1005,2008,402,3,466.13,20,
716,5/4/2025,1032,2011,403,0,409.74,10,
717,5/4/2025,1010,2059,401,1,921.69,150,
718,5/4/2025,1146,2055,404,3,0,180,
719,5/4/2025,1007,2048,404,1,1287.47,400,
720,5/4/2025,1090,2027,402,2,413.78,0,
721,5/4/2025,1071,2057,402,0,1310.94,120,
722,5/4/2025,1157,2079,402,2,2281.3,500,
723,5/4/2025,1127,2052,404,0,2193.78,150,
724,5/4/2025,1022,2035,404,1,1619.98,180,
725,5/4/2025,1107,2025,402,0,279.62,800,
726,5/4/2025,1097,2091,403,3,2717.37,700,
727,5/4/2025,1139,2062,403,2,1486.46,600,
728,5/4/2025,1099,2034,402,0,408.51,120,
729,5/4/2025,1081,2076,402,0,2418.21,200,
730,5/4/2025,1199,2035,401,3,2699.97,80,
731,5/4/2025,1135,2045,402,1,842.78,60,
732,5/4/2025,1025,2031,402,2,904.48,40,
733,5/4/2025,1136,2094,401,1,0,20,
734,5/4/2025,1147,2049,403,1,3383.42,10,
735,5/4/2025,1045,2030,403,2,407.93,150,
736,5/4/2025,1151,2003,403,1,693.32,180,
737,5/4/2025,1144,2024,404,2,298.25,400,
738,5/4/2025,1044,2062,401,0,1238.72,0,
739,5/4/2025,1014,2029,402,0,13.51,120,
740,5/4/2025,1134,2061,401,2,639.74,500,
741,5/4/2025,1157,2025,402,2,671.09,150,
742,5/4/2025,1183,2022,403,0,2684.72,180,
743,5/4/2025,1005,2018,402,0,542.26,800,
744,5/4/2025,1134,2046,401,2,53.49,700,
745,5/4/2025,1180,2084,404,0,281.85,600,
746,5/4/2025,1086,2038,403,1,1667.72,120,
747,5/4/2025,1040,2093,404,3,755.94,200,
748,5/4/2025,1166,2040,402,2,27.63,80,
749,5/4/2025,1057,2085,402,3,1452.9,60,
750,5/4/2025,1078,2093,403,1,0,40,
751,5/4/2025,1045,2093,401,3,2267.82,20,
752,5/4/2025,1197,2072,401,1,1513.08,10,
753,5/4/2025,1154,2040,402,0,69.08,150,
754,5/4/2025,1127,2018,403,0,0,180,
755,5/4/2025,1060,2044,403,1,934.11,400,
756,5/4/2025,1162,2011,403,3,1229.22,0,
757,5/4/2025,1002,2033,402,1,3010.5,120,
758,5/4/2025,1177,2008,403,2,159.82,500,
759,5/4/2025,1027,2092,401,0,482.21,150,
760,5/4/2025,1098,2056,404,1,944.5,180,
761,5/4/2025,1105,2063,404,2,2209.84,800,
762,5/4/2025,1139,2048,401,3,357.63,700,
763,5/4/2025,1147,2083,402,1,691.34,600,
764,5/4/2025,1115,2009,401,2,53.05,120,
765,5/4/2025,1005,2040,403,0,103.62,200,
766,5/4/2025,1018,2043,402,3,2620.35,80,
767,5/4/2025,1041,2093,401,0,755.94,60,
768,5/4/2025,1086,2076,404,0,0,40,
769,5/4/2025,1110,2083,402,3,768.16,20,
770,5/4/2025,1040,2006,401,2,0,10,
771,5/4/2025,1052,2024,404,2,298.25,150,
772,5/4/2025,1169,2036,403,1,392.36,180,
773,5/4/2025,1024,2006,404,3,0,400,
774,5/4/2025,1039,2006,403,0,198,0,
775,5/4/2025,1109,2011,403,3,1638.96,120,
776,5/4/2025,1051,2012,401,1,1121.74,500,
777,5/4/2025,1043,2081,403,0,746.22,150,
778,5/4/2025,1121,2014,403,3,985.2,180,
779,5/4/2025,1120,2062,403,0,2477.44,800,
780,5/4/2025,1164,2069,404,1,0,700,
781,5/4/2025,1094,2048,403,1,321.87,600,
782,5/4/2025,1114,2005,403,3,428.78,120,
783,5/4/2025,1119,2033,402,2,1338,200,
784,5/4/2025,1144,2007,402,0,1166.78,80,
785,5/4/2025,1021,2085,403,3,0,60,
786,5/4/2025,1193,2075,402,0,1561.28,40,
787,5/4/2025,1099,2066,404,3,0,20,
788,5/4/2025,1146,2030,404,2,543.9,10,
789,5/4/2025,1020,2050,401,1,168.1,150,
790,5/4/2025,1030,2096,404,1,3024.81,180,
791,5/4/2025,1042,2027,402,1,232.75,400,
792,5/4/2025,1010,2054,401,3,900.51,0,
793,5/4/2025,1051,2080,402,2,0,120,
794,5/4/2025,1081,2093,401,0,755.94,500,
795,5/4/2025,1099,2071,404,2,984.26,150,
796,5/4/2025,1070,2066,404,0,0,180,
797,5/4/2025,1179,2079,404,0,2851.62,800,
798,5/4/2025,1106,2019,402,0,3735.72,700,
799,5/4/2025,1027,2072,401,2,672.48,600,
800,5/4/2025,1137,2044,404,2,830.32,80,
801,5/4/2025,1098,2083,404,3,2304.48,60,
802,5/4/2025,1009,2022,403,3,2684.72,40,
803,5/4/2025,1036,2079,404,0,950.54,20,
804,5/4/2025,1101,2042,402,0,335.22,10,
805,5/4/2025,1190,2060,403,2,0,150,
806,5/4/2025,1005,2043,403,2,2096.28,180,
807,5/4/2025,1071,2062,401,1,557.42,400,
808,5/4/2025,1034,2038,404,2,2223.62,0,
809,5/4/2025,1068,2093,404,0,2267.82,120,
810,5/4/2025,1048,2056,402,3,524.72,500,
811,5/4/2025,1189,2062,403,0,1858.08,150,
812,5/4/2025,1131,2020,401,2,0,180,
813,5/4/2025,1181,2064,404,1,264.64,800,
814,5/4/2025,1199,2067,401,1,0,80,
815,5/4/2025,1049,2025,401,1,503.32,60,
816,5/4/2025,1008,2058,401,2,533.4,40,
817,5/4/2025,1180,2025,403,2,894.78,20,
818,5/4/2025,1118,2064,404,0,882.12,10,
819,5/4/2025,1174,2003,402,2,308.14,150,
820,5/4/2025,1125,2076,404,1,725.46,180,
821,5/4/2025,1121,2075,403,2,2498.05,400,
822,5/4/2025,1041,2033,401,2,669,0,
823,5/4/2025,1007,2049,401,1,845.86,120,
824,5/4/2025,1146,2099,402,1,581.69,500,
825,5/4/2025,1165,2028,402,2,1531.06,150,
826,5/4/2025,1166,2052,401,0,731.26,180,
827,5/4/2025,1121,2016,402,0,646.04,800,
828,5/4/2025,1057,2032,403,2,3782.4,40,
829,5/4/2025,1108,2048,403,3,357.63,20,
830,5/4/2025,1064,2027,404,2,413.78,10,
831,5/4/2025,1173,2066,404,0,2580.3,150,
832,5/4/2025,1001,2065,403,2,376.27,180,
833,5/4/2025,1076,2087,401,3,796.6,400,
834,5/4/2025,1016,2043,403,2,2795.04,0,
835,5/4/2025,1070,2033,403,1,752.62,120,
836,5/4/2025,1038,2066,402,0,1032.12,500,
837,5/4/2025,1153,2051,403,1,316.76,150,
838,5/4/2025,1184,2003,404,2,1848.86,180,
839,5/4/2025,1066,2053,404,3,0,800,
840,5/4/2025,1188,2004,402,2,2967.2,80,
841,5/4/2025,1185,2091,402,3,3623.16,60,
842,5/4/2025,1171,2045,403,1,280.93,40,
843,5/4/2025,1168,2071,402,2,1968.51,40,
844,5/4/2025,1024,2060,402,2,326.7,20,
845,5/4/2025,1185,2071,402,2,984.26,10,
846,5/4/2025,1167,2011,402,2,327.79,150,
847,5/4/2025,1057,2095,403,3,2453.95,180,
848,5/4/2025,1084,2047,403,2,803.95,400,
849,5/4/2025,1118,2015,404,0,4049.82,0,
850,5/4/2025,1162,2074,401,3,659.5,120,
851,5/4/2025,1049,2064,401,3,882.12,500,
852,5/4/2025,1135,2038,404,0,926.51,150,
853,5/4/2025,1038,2017,402,2,741.92,180,
854,5/4/2025,1104,2072,404,1,1134.81,800,
855,5/4/2025,1080,2091,402,0,2717.37,80,
856,5/4/2025,1124,2042,402,2,0,60,
857,5/4/2025,1162,2007,401,3,583.39,40,
858,5/4/2025,1070,2026,402,1,190.4,150,
859,5/4/2025,1125,2097,401,1,3031.56,180,
860,5/4/2025,1157,2055,404,3,53.94,400,
861,5/4/2025,1109,2061,404,0,799.68,0,
862,5/4/2025,1009,2068,402,2,0,120,
863,5/4/2025,1003,2041,402,0,2412.63,500,
864,5/4/2025,1173,2000,402,1,872.38,150,
865,5/4/2025,1177,2044,403,1,373.64,180,
866,5/4/2025,1026,2049,403,1,3383.42,800,
867,5/4/2025,1016,2005,403,2,686.05,80,
868,5/4/2025,1116,2093,403,3,755.94,60,
869,5/4/2025,1175,2017,403,3,463.7,40,
870,5/4/2025,1091,2096,402,1,1209.92,40,
871,5/4/2025,1103,2002,402,1,779.4,20,
872,5/4/2025,1186,2016,402,0,646.04,10,
873,5/4/2025,1150,2064,402,0,294.04,150,
874,5/4/2025,1093,2091,401,3,2717.37,180,
875,5/4/2025,1163,2032,401,0,0,400,
876,5/4/2025,1169,2013,401,0,935.36,0,
877,5/4/2025,1176,2014,404,3,1231.5,150,
878,5/4/2025,1097,2015,403,3,2699.88,180,
879,5/4/2025,1179,2019,402,0,1867.86,400,
880,5/4/2025,1077,2053,401,2,976.24,0,
881,5/4/2025,1159,2077,402,3,561.83,120,
882,5/4/2025,1026,2065,401,2,1881.36,500,
883,5/4/2025,1029,2013,404,1,0,150,
884,5/4/2025,1155,2025,403,1,503.32,180,
885,5/4/2025,1091,2090,404,2,171.94,800,
886,5/4/2025,1041,2005,404,1,385.9,80,
887,5/4/2025,1176,2061,403,1,359.86,60,
888,5/4/2025,1000,2001,401,0,1649.4,40,
889,5/4/2025,1146,2085,404,1,653.81,40,
890,5/4/2025,1023,2099,401,0,1292.64,20,
891,5/4/2025,1065,2082,402,3,266.6,10,
892,5/4/2025,1075,2033,404,0,2508.75,150,
893,5/4/2025,1025,2022,401,2,1073.89,180,
894,5/4/2025,1092,2086,403,3,894.1,400,
895,5/4/2025,1189,2014,401,0,0,0,
896,5/4/2025,1002,2017,402,2,0,80,
897,5/4/2025,1091,2056,403,0,1049.44,60,
898,5/4/2025,1095,2043,402,0,0,40,
899,5/4/2025,1102,2051,404,2,93.86,40,
900,5/4/2025,1098,2088,404,3,0,20,
901,5/4/2025,1166,2021,401,1,0,10,
902,5/4/2025,1178,2092,401,1,867.98,150,
903,5/4/2025,1026,2053,404,3,1830.45,180,
904,5/4/2025,1046,2078,404,2,454.43,400,
905,5/4/2025,1156,2003,402,3,1925.9,0,
906,5/4/2025,1124,2014,404,3,0,40,
907,5/4/2025,1011,2008,403,2,106.54,20,
908,5/4/2025,1003,2090,402,2,57.31,10,
909,5/4/2025,1132,2066,401,3,1548.18,150,
910,5/4/2025,1169,2093,402,3,755.94,180,
911,5/4/2025,1088,2084,404,1,0,400,
912,5/4/2025,1142,2078,401,0,568.04,0,
913,5/4/2025,1164,2020,404,3,1879.15,120,
914,5/4/2025,1042,2009,404,2,53.05,500,
915,5/4/2025,1061,2042,403,0,167.61,150,
916,5/4/2025,1129,2028,404,3,2551.76,180,
917,5/4/2025,1060,2010,404,3,544.88,800,
918,5/4/2025,1146,2057,401,3,436.98,80,
919,5/4/2025,1114,2040,401,3,34.54,120,
920,5/4/2025,1190,2083,401,0,2304.48,200,
921,5/4/2025,1103,2052,401,0,2193.78,80,
922,5/4/2025,1023,2077,403,1,505.65,60,
923,5/4/2025,1167,2085,404,2,387.44,40,
924,5/4/2025,1093,2006,402,3,594,20,
925,5/4/2025,1084,2071,404,2,492.13,10,
926,5/4/2025,1183,2057,401,0,873.96,150,
927,5/4/2025,1194,2084,402,0,563.7,180,
928,5/4/2025,1087,2045,403,2,499.42,400,
929,5/4/2025,1179,2013,401,1,1683.65,0,
930,5/4/2025,1126,2017,404,0,927.4,120,
931,5/4/2025,1065,2078,402,1,127.81,500,
932,5/4/2025,1030,2050,402,3,186.78,150,
933,5/4/2025,1005,2024,403,0,621.35,180,
934,5/4/2025,1193,2053,401,0,1830.45,800,
935,5/4/2025,1197,2057,404,1,1179.85,700,
936,5/4/2025,1127,2000,401,3,969.31,600,
937,5/4/2025,1149,2061,402,1,359.86,120,
938,5/4/2025,1187,2016,401,3,2584.16,200,
939,5/4/2025,1168,2076,403,3,2418.21,80,
940,5/4/2025,1107,2077,402,2,898.93,60,
941,5/4/2025,1101,2043,403,3,3493.8,40,
942,5/4/2025,1034,2017,404,2,0,20,
943,5/4/2025,1179,2070,403,1,61.52,10,
944,5/4/2025,1051,2026,403,2,338.5,150,
945,5/4/2025,1172,2016,402,2,516.83,180,
946,5/4/2025,1181,2014,403,3,246.3,400,
947,5/4/2025,1149,2073,404,2,799.09,0,
948,5/4/2025,1108,2001,401,0,412.35,120,
949,5/4/2025,1097,2018,401,0,1084.52,500,
950,5/4/2025,1051,2034,402,2,217.87,150,
951,5/4/2025,1174,2032,402,0,4728,180,
952,5/4/2025,1176,2037,402,0,720.28,800,
953,5/4/2025,1091,2057,401,1,786.56,700,
954,5/4/2025,1190,2082,404,1,239.94,600,
955,5/4/2025,1130,2089,403,0,413.52,120,
956,5/4/2025,1097,2049,404,2,0,200,
957,5/4/2025,1141,2006,401,2,0,80,
958,5/4/2025,1051,2079,404,1,1710.97,60,
959,5/4/2025,1162,2090,403,1,257.9,40,
960,5/4/2025,1198,2092,402,2,771.54,20,
961,5/4/2025,1114,2022,401,1,3020.31,10,
962,5/4/2025,1044,2094,401,3,493.35,150,
963,5/4/2025,1010,2054,403,2,720.41,180,
964,5/4/2025,1033,2020,403,0,751.66,400,
965,5/4/2025,1084,2059,402,0,0,0,
966,5/4/2025,1039,2041,401,2,0,120,
967,5/4/2025,1125,2073,403,0,1997.72,500,
968,5/4/2025,1005,2090,403,1,193.43,150,
969,5/4/2025,1047,2066,401,1,464.45,180,
970,5/4/2025,1106,2069,404,0,464.78,800,
971,5/4/2025,1089,2028,402,2,0,700,
972,5/4/2025,1084,2046,403,1,0,600,
973,5/4/2025,1192,2079,404,0,950.54,120,
974,5/4/2025,1029,2085,403,3,726.45,200,
975,5/4/2025,1061,2082,402,0,533.2,80,
976,5/4/2025,1174,2041,404,0,804.21,60,
977,5/4/2025,1098,2032,403,0,0,40,
978,5/4/2025,1132,2098,403,3,3631.44,20,
979,5/4/2025,1124,2005,403,1,1157.71,10,
980,5/4/2025,1082,2065,401,0,1411.02,150,
981,5/4/2025,1042,2098,401,0,4539.3,180,
982,5/4/2025,1053,2085,402,3,726.45,400,
983,5/4/2025,1026,2026,404,0,423.12,0,
984,5/4/2025,1191,2087,402,0,477.96,120,
985,5/4/2025,1117,2091,403,0,1811.58,500,
986,5/4/2025,1022,2009,401,1,119.36,150,
987,5/4/2025,1064,2071,401,1,1107.29,180,
988,5/4/2025,1066,2052,404,3,5118.82,800,
989,5/4/2025,1161,2051,404,2,375.42,700,
990,5/4/2025,1004,2049,401,0,939.84,600,
991,5/4/2025,1164,2092,401,0,2893.26,120,
992,5/4/2025,1179,2009,403,0,66.31,200,
993,5/4/2025,1074,2087,403,0,477.96,80,
994,5/4/2025,1072,2097,404,3,842.1,60,
995,5/4/2025,1101,2084,401,3,1127.4,40,
996,5/4/2025,1040,2068,402,1,2952.86,20,
997,5/4/2025,1191,2050,403,1,504.31,10,
998,5/4/2025,1076,2086,403,0,2682.3,150,
999,5/4/2025,1141,2071,402,0,1230.32,180,
1000,5/4/2025,1010,2000,404,0,3877.24,400,
1001,5/4/2025,1078,2026,403,1,761.62,0,
1002,5/4/2025,1105,2082,402,1,239.94,120,
1003,5/4/2025,1047,2028,403,1,1148.29,500,
1004,5/4/2025,1029,2023,401,3,2818.62,150,
1005,5/4/2025,1165,2070,401,2,54.69,180,
1006,5/4/2025,1171,2008,403,0,133.18,800,
1007,5/4/2025,1050,2092,404,2,771.54,700,
1008,5/4/2025,1091,2016,402,0,1292.08,600,
1009,5/4/2025,1072,2079,401,1,855.49,120,
1010,5/4/2025,1081,2062,404,2,495.49,200,
1011,5/4/2025,1157,2084,403,1,253.67,80,
1012,5/4/2025,1144,2072,403,2,672.48,60,
1013,5/4/2025,1109,2021,401,2,668.33,40,
1014,5/4/2025,1063,2028,404,2,510.35,20,
1015,5/4/2025,1092,2017,403,3,1854.8,10,
1016,5/4/2025,1118,2057,403,2,699.17,150,
1017,5/4/2025,1124,2070,401,1,30.76,180,
1018,5/4/2025,1165,2077,401,2,449.46,400,
1019,5/4/2025,1035,2068,402,2,1968.58,0,
1020,5/4/2025,1187,2080,401,0,0,120,
1021,5/4/2025,1004,2064,401,3,882.12,500,
1022,5/4/2025,1196,2075,402,0,2341.92,150,
1023,5/4/2025,1141,2033,404,1,0,180,
1024,5/4/2025,1093,2050,402,2,448.27,800,
1025,5/4/2025,1034,2059,401,3,1536.15,700,
1026,5/4/2025,1093,2064,401,1,793.91,600,
1027,5/4/2025,1157,2087,402,1,286.78,120,
1028,5/4/2025,1114,2020,402,1,676.49,200,
1029,5/4/2025,1188,2093,404,2,1814.26,80,
1030,5/4/2025,1010,2028,404,1,1148.29,60,
1031,5/4/2025,1016,2033,403,1,2257.88,40,
1032,5/4/2025,1010,2085,402,2,387.44,20,
1033,5/4/2025,1099,2060,404,0,0,10,
1034,5/4/2025,1010,2083,403,0,768.16,150,
1035,5/4/2025,1180,2066,403,2,1238.54,180,
1036,5/4/2025,1148,2069,402,3,697.17,400,
1037,5/4/2025,1167,2048,403,0,1072.89,0,
1038,5/4/2025,1132,2032,404,1,851.04,120,
1039,5/4/2025,1132,2051,403,2,187.71,500,
1040,5/4/2025,1124,2061,401,1,0,150,
1041,5/4/2025,1112,2021,402,0,835.41,180,
1042,5/4/2025,1131,2082,403,1,239.94,800,
1043,5/4/2025,1038,2023,402,2,0,700,
1044,5/4/2025,1154,2091,401,1,3260.84,600,
1045,5/4/2025,1106,2042,401,3,1173.27,80,
1046,5/4/2025,1172,2061,404,1,719.71,60,
1047,5/4/2025,1151,2020,404,0,1127.49,40,
1048,5/4/2025,1062,2005,402,1,385.9,20,
1049,5/4/2025,1034,2080,401,1,2996.14,10,
1050,5/4/2025,1014,2021,403,1,1503.74,150,
1051,5/4/2025,1132,2051,401,2,281.57,180,
1052,5/4/2025,1021,2027,404,3,775.83,400,
1053,5/4/2025,1123,2021,402,3,0,0,
1054,5/4/2025,1153,2018,402,2,867.62,120,
1055,5/4/2025,1042,2092,403,3,1446.63,500,
1056,5/4/2025,1152,2075,401,1,2107.73,150,
1057,5/4/2025,1096,2049,402,0,939.84,180,
1058,5/4/2025,1004,2025,404,1,0,800,
1059,5/4/2025,1155,2012,402,3,623.19,80,
1060,5/4/2025,1157,2076,401,0,2418.21,60,
1061,5/4/2025,1023,2061,402,0,199.92,40,
1062,5/4/2025,1198,2086,404,3,894.1,20,
1063,5/4/2025,1094,2005,404,1,771.8,10,
1064,5/4/2025,1123,2098,404,2,3631.44,150,
